happensAt(50049, 0).
happensAt(11918, 1).
happensAt(13173, 2).
happensAt(49091, 3).
happensAt(2981, 4).
happensAt(57587, 5).
happensAt(26574, 6).
happensAt(48718, 7).
happensAt(19000, 8).
happensAt(17889, 9).
happensAt(10373, 10).
happensAt(54327, 11).
happensAt(23873, 12).
happensAt(9144, 13).
happensAt(57179, 14).
happensAt(28667, 15).
happensAt(58374, 16).
happensAt(54399, 17).
happensAt(40218, 18).
happensAt(38019, 19).
happensAt(48976, 20).
happensAt(44943, 21).
happensAt(25633, 22).
happensAt(23068, 23).
happensAt(22924, 24).
happensAt(44787, 25).
happensAt(51072, 26).
happensAt(1113, 27).
happensAt(2565, 28).
happensAt(46910, 29).
happensAt(49721, 30).
happensAt(13798, 31).
happensAt(50454, 32).
happensAt(36666, 33).
happensAt(4103, 34).
happensAt(59152, 35).
happensAt(49677, 36).
happensAt(435, 37).
happensAt(11212, 38).
happensAt(37500, 39).
happensAt(39896, 40).
happensAt(10966, 41).
happensAt(52871, 42).
happensAt(41678, 43).
happensAt(29444, 44).
happensAt(22409, 45).
happensAt(42894, 46).
happensAt(22823, 47).
happensAt(14775, 48).
happensAt(23926, 49).
happensAt(17995, 50).
happensAt(34426, 51).
happensAt(48398, 52).
happensAt(24416, 53).
happensAt(52579, 54).
happensAt(34898, 55).
happensAt(40219, 56).
happensAt(48372, 57).
happensAt(57614, 58).
happensAt(8383, 59).
happensAt(8786, 60).
happensAt(30100, 61).
happensAt(26362, 62).
happensAt(26503, 63).
happensAt(19916, 64).
happensAt(48324, 65).
happensAt(54229, 66).
happensAt(21050, 67).
happensAt(53570, 68).
happensAt(3953, 69).
happensAt(33028, 70).
happensAt(30224, 71).
happensAt(27487, 72).
happensAt(17384, 73).
happensAt(58037, 74).
happensAt(35933, 75).
happensAt(36497, 76).
happensAt(13418, 77).
happensAt(50744, 78).
happensAt(14285, 79).
happensAt(16295, 80).
happensAt(33294, 81).
happensAt(19137, 82).
happensAt(45073, 83).
happensAt(22856, 84).
happensAt(53637, 85).
happensAt(3719, 86).
happensAt(25910, 87).
happensAt(34939, 88).
happensAt(50430, 89).
happensAt(28462, 90).
happensAt(8121, 91).
happensAt(27856, 92).
happensAt(34696, 93).
happensAt(38950, 94).
happensAt(47496, 95).
happensAt(52269, 96).
happensAt(11019, 97).
happensAt(44904, 98).
happensAt(12443, 99).
happensAt(36513, 100).
happensAt(5105, 101).
happensAt(29675, 102).
happensAt(50999, 103).
happensAt(12391, 104).
happensAt(27029, 105).
happensAt(949, 106).
happensAt(41935, 107).
happensAt(23132, 108).
happensAt(7977, 109).
happensAt(57115, 110).
happensAt(47457, 111).
happensAt(2252, 112).
happensAt(32806, 113).
happensAt(58845, 114).
happensAt(10322, 115).
happensAt(18837, 116).
happensAt(5562, 117).
happensAt(11777, 118).
happensAt(41534, 119).
happensAt(49822, 120).
happensAt(44905, 121).
happensAt(46240, 122).
