happensAt(10003, 0).
happensAt(6419, 1).
happensAt(20133, 2).
happensAt(35472, 3).
happensAt(50518, 4).
happensAt(15881, 5).
happensAt(47011, 6).
happensAt(36778, 7).
happensAt(2950, 8).
happensAt(27506, 9).
happensAt(631, 10).
happensAt(5171, 11).
happensAt(19625, 12).
happensAt(23149, 13).
happensAt(19672, 14).
happensAt(15277, 15).
happensAt(5633, 16).
happensAt(52003, 17).
happensAt(58751, 18).
happensAt(24299, 19).
happensAt(37053, 20).
happensAt(52520, 21).
happensAt(37420, 22).
happensAt(13453, 23).
happensAt(42508, 24).
happensAt(10494, 25).
happensAt(27414, 26).
happensAt(37974, 27).
happensAt(33728, 28).
happensAt(10882, 29).
happensAt(23416, 30).
happensAt(30390, 31).
happensAt(39507, 32).
happensAt(52271, 33).
happensAt(5427, 34).
happensAt(59144, 35).
happensAt(42279, 36).
happensAt(39080, 37).
happensAt(49916, 38).
happensAt(50981, 39).
happensAt(21967, 40).
happensAt(17355, 41).
happensAt(40289, 42).
happensAt(48366, 43).
happensAt(10117, 44).
happensAt(13194, 45).
happensAt(59663, 46).
happensAt(46064, 47).
happensAt(18464, 48).
happensAt(50847, 49).
happensAt(44852, 50).
happensAt(45294, 51).
happensAt(37292, 52).
happensAt(56618, 53).
happensAt(24938, 54).
happensAt(45995, 55).
happensAt(30322, 56).
happensAt(9769, 57).
happensAt(48751, 58).
happensAt(51445, 59).
happensAt(7768, 60).
happensAt(26726, 61).
happensAt(33745, 62).
happensAt(35954, 63).
happensAt(41660, 64).
happensAt(13392, 65).
happensAt(32280, 66).
happensAt(15566, 67).
happensAt(54435, 68).
happensAt(48401, 69).
happensAt(32476, 70).
happensAt(47643, 71).
happensAt(43322, 72).
happensAt(33374, 73).
happensAt(29527, 74).
happensAt(1922, 75).
happensAt(46655, 76).
happensAt(46773, 77).
happensAt(7494, 78).
happensAt(52431, 79).
happensAt(52754, 80).
happensAt(45856, 81).
happensAt(12177, 82).
happensAt(14884, 83).
happensAt(25241, 84).
happensAt(49386, 85).
happensAt(7615, 86).
happensAt(48734, 87).
happensAt(56328, 88).
happensAt(42828, 89).
happensAt(6966, 90).
happensAt(38035, 91).
happensAt(26990, 92).
happensAt(28802, 93).
happensAt(50840, 94).
happensAt(29740, 95).
happensAt(55750, 96).
happensAt(10248, 97).
happensAt(11351, 98).
happensAt(26031, 99).
happensAt(17776, 100).
happensAt(50170, 101).
happensAt(15108, 102).
happensAt(25689, 103).
happensAt(22440, 104).
happensAt(32006, 105).
happensAt(43250, 106).
happensAt(24993, 107).
happensAt(44228, 108).
happensAt(9370, 109).
happensAt(45123, 110).
happensAt(15622, 111).
happensAt(45401, 112).
happensAt(42091, 113).
happensAt(7935, 114).
happensAt(59892, 115).
happensAt(1517, 116).
happensAt(43670, 117).
happensAt(45757, 118).
happensAt(32296, 119).
happensAt(18434, 120).
happensAt(38408, 121).
happensAt(28478, 122).
happensAt(4184, 123).
happensAt(57436, 124).
happensAt(41861, 125).
happensAt(22047, 126).
happensAt(39237, 127).
happensAt(50495, 128).
happensAt(46324, 129).
happensAt(26546, 130).
happensAt(17073, 131).
happensAt(4739, 132).
happensAt(36174, 133).
happensAt(30357, 134).
happensAt(50764, 135).
happensAt(32933, 136).
happensAt(34827, 137).
happensAt(38058, 138).
happensAt(38545, 139).
happensAt(6072, 140).
happensAt(43696, 141).
happensAt(29462, 142).
happensAt(5173, 143).
happensAt(28900, 144).
happensAt(38907, 145).
happensAt(58741, 146).
happensAt(45218, 147).
happensAt(27221, 148).
happensAt(1451, 149).
happensAt(4251, 150).
happensAt(20802, 151).
happensAt(56180, 152).
happensAt(25247, 153).
happensAt(3734, 154).
happensAt(6481, 155).
happensAt(8600, 156).
happensAt(47047, 157).
happensAt(21954, 158).
happensAt(17368, 159).
happensAt(42200, 160).
happensAt(35880, 161).
happensAt(21026, 162).
happensAt(34889, 163).
happensAt(28806, 164).
happensAt(15635, 165).
happensAt(42107, 166).
happensAt(7697, 167).
happensAt(10899, 168).
happensAt(15172, 169).
happensAt(58522, 170).
happensAt(57635, 171).
happensAt(17676, 172).
happensAt(57833, 173).
happensAt(19772, 174).
happensAt(28630, 175).
happensAt(45520, 176).
happensAt(46223, 177).
happensAt(276, 178).
happensAt(36854, 179).
happensAt(43121, 180).
happensAt(48749, 181).
happensAt(23952, 182).
happensAt(44208, 183).
happensAt(56272, 184).
happensAt(33139, 185).
happensAt(3393, 186).
happensAt(4614, 187).
happensAt(56771, 188).
happensAt(39024, 189).
happensAt(36185, 190).
happensAt(9026, 191).
happensAt(3056, 192).
happensAt(35378, 193).
happensAt(635, 194).
happensAt(7104, 195).
happensAt(11604, 196).
happensAt(10645, 197).
happensAt(50628, 198).
happensAt(9569, 199).
happensAt(33615, 200).
happensAt(16834, 201).
happensAt(9335, 202).
happensAt(24840, 203).
happensAt(13786, 204).
happensAt(26073, 205).
happensAt(35162, 206).
happensAt(2900, 207).
happensAt(34705, 208).
happensAt(38170, 209).
happensAt(16519, 210).
happensAt(43136, 211).
happensAt(31596, 212).
happensAt(4441, 213).
happensAt(44562, 214).
happensAt(37467, 215).
happensAt(50511, 216).
happensAt(46049, 217).
happensAt(33633, 218).
happensAt(41293, 219).
happensAt(14332, 220).
happensAt(3843, 221).
happensAt(56286, 222).
happensAt(10246, 223).
happensAt(39095, 224).
happensAt(20317, 225).
happensAt(30829, 226).
happensAt(18963, 227).
happensAt(47126, 228).
happensAt(27346, 229).
happensAt(41995, 230).
happensAt(27057, 231).
happensAt(7810, 232).
happensAt(28251, 233).
happensAt(28996, 234).
happensAt(50106, 235).
happensAt(9320, 236).
happensAt(39250, 237).
happensAt(3517, 238).
happensAt(31341, 239).
happensAt(59660, 240).
happensAt(7681, 241).
happensAt(50000, 242).
happensAt(29610, 243).
happensAt(41312, 244).
happensAt(55702, 245).
happensAt(29863, 246).
happensAt(17691, 247).
happensAt(2918, 248).
happensAt(37893, 249).
happensAt(7176, 250).
happensAt(15822, 251).
happensAt(2704, 252).
happensAt(59362, 253).
happensAt(48596, 254).
happensAt(2090, 255).
happensAt(10968, 256).
happensAt(16855, 257).
happensAt(36522, 258).
happensAt(2321, 259).
happensAt(6094, 260).
happensAt(54277, 261).
happensAt(53893, 262).
happensAt(47856, 263).
happensAt(37708, 264).
happensAt(13218, 265).
happensAt(26614, 266).
happensAt(27592, 267).
happensAt(21770, 268).
happensAt(13751, 269).
happensAt(50400, 270).
happensAt(40185, 271).
happensAt(372, 272).
happensAt(20990, 273).
happensAt(59347, 274).
happensAt(27908, 275).
happensAt(9401, 276).
happensAt(36560, 277).
happensAt(7705, 278).
happensAt(3061, 279).
happensAt(29961, 280).
happensAt(58037, 281).
happensAt(40524, 282).
happensAt(38784, 283).
happensAt(55714, 284).
happensAt(31070, 285).
happensAt(34242, 286).
happensAt(54904, 287).
happensAt(56336, 288).
happensAt(27584, 289).
happensAt(13856, 290).
happensAt(34073, 291).
happensAt(35666, 292).
happensAt(12239, 293).
happensAt(43641, 294).
happensAt(55126, 295).
happensAt(41691, 296).
happensAt(2886, 297).
happensAt(15499, 298).
happensAt(20774, 299).
happensAt(6421, 300).
happensAt(30240, 301).
happensAt(20372, 302).
happensAt(23878, 303).
happensAt(47848, 304).
happensAt(53628, 305).
happensAt(33285, 306).
happensAt(57162, 307).
happensAt(32733, 308).
happensAt(41405, 309).
happensAt(40229, 310).
happensAt(19532, 311).
happensAt(12932, 312).
happensAt(59285, 313).
happensAt(12002, 314).
happensAt(15938, 315).
happensAt(37517, 316).
happensAt(20932, 317).
happensAt(56805, 318).
happensAt(32008, 319).
happensAt(9708, 320).
happensAt(57276, 321).
happensAt(4842, 322).
happensAt(17325, 323).
happensAt(5357, 324).
happensAt(49773, 325).
happensAt(10456, 326).
happensAt(39019, 327).
happensAt(52697, 328).
happensAt(49034, 329).
happensAt(59996, 330).
happensAt(26902, 331).
happensAt(24127, 332).
happensAt(43416, 333).
happensAt(41851, 334).
happensAt(17703, 335).
happensAt(50659, 336).
happensAt(21503, 337).
happensAt(32524, 338).
happensAt(957, 339).
happensAt(50454, 340).
happensAt(26966, 341).
happensAt(36992, 342).
happensAt(19044, 343).
happensAt(49277, 344).
happensAt(6187, 345).
happensAt(57505, 346).
happensAt(10532, 347).
happensAt(26205, 348).
happensAt(34002, 349).
happensAt(24420, 350).
happensAt(18922, 351).
happensAt(10992, 352).
happensAt(47954, 353).
happensAt(39531, 354).
happensAt(1957, 355).
happensAt(4840, 356).
happensAt(33206, 357).
happensAt(37502, 358).
happensAt(59425, 359).
happensAt(31926, 360).
happensAt(40068, 361).
happensAt(34374, 362).
happensAt(52627, 363).
happensAt(26015, 364).
happensAt(14792, 365).
happensAt(47440, 366).
happensAt(53427, 367).
happensAt(36963, 368).
happensAt(50759, 369).
happensAt(26622, 370).
happensAt(35693, 371).
happensAt(17167, 372).
happensAt(17127, 373).
happensAt(3671, 374).
happensAt(52574, 375).
happensAt(19410, 376).
happensAt(5717, 377).
happensAt(7062, 378).
happensAt(44532, 379).
happensAt(23043, 380).
happensAt(35044, 381).
happensAt(59775, 382).
happensAt(59955, 383).
happensAt(5123, 384).
