happensAt(59682, 0).
happensAt(25497, 1).
happensAt(32217, 2).
happensAt(34440, 3).
happensAt(47536, 4).
happensAt(23388, 5).
happensAt(34954, 6).
happensAt(24241, 7).
happensAt(18017, 8).
happensAt(1410, 9).
happensAt(51851, 10).
happensAt(24, 11).
happensAt(55162, 12).
happensAt(35247, 13).
happensAt(48547, 14).
happensAt(32775, 15).
happensAt(36238, 16).
happensAt(16479, 17).
happensAt(13780, 18).
happensAt(59905, 19).
happensAt(34261, 20).
happensAt(3073, 21).
happensAt(54089, 22).
happensAt(27230, 23).
happensAt(25982, 24).
happensAt(45966, 25).
happensAt(29094, 26).
happensAt(18916, 27).
happensAt(42351, 28).
happensAt(9443, 29).
happensAt(42151, 30).
happensAt(53464, 31).
happensAt(26240, 32).
happensAt(7834, 33).
happensAt(34252, 34).
happensAt(21589, 35).
happensAt(31997, 36).
happensAt(54667, 37).
happensAt(32997, 38).
happensAt(29092, 39).
happensAt(12757, 40).
happensAt(49945, 41).
happensAt(50509, 42).
happensAt(7471, 43).
happensAt(6178, 44).
happensAt(15548, 45).
happensAt(36485, 46).
happensAt(45330, 47).
happensAt(29240, 48).
happensAt(59355, 49).
happensAt(29276, 50).
happensAt(40602, 51).
happensAt(9799, 52).
happensAt(22522, 53).
happensAt(27395, 54).
happensAt(332, 55).
happensAt(1808, 56).
happensAt(17782, 57).
happensAt(37721, 58).
happensAt(35041, 59).
happensAt(50694, 60).
happensAt(4570, 61).
happensAt(40716, 62).
happensAt(25016, 63).
happensAt(37642, 64).
happensAt(49605, 65).
happensAt(8951, 66).
happensAt(19092, 67).
happensAt(41084, 68).
happensAt(40384, 69).
happensAt(48572, 70).
happensAt(22959, 71).
happensAt(43500, 72).
happensAt(9607, 73).
happensAt(13488, 74).
happensAt(9167, 75).
happensAt(22481, 76).
happensAt(48823, 77).
happensAt(43014, 78).
happensAt(5299, 79).
happensAt(43115, 80).
happensAt(27927, 81).
happensAt(5782, 82).
happensAt(39321, 83).
happensAt(24931, 84).
happensAt(19434, 85).
happensAt(6775, 86).
happensAt(37181, 87).
happensAt(10255, 88).
happensAt(1731, 89).
happensAt(39255, 90).
happensAt(50363, 91).
happensAt(20333, 92).
happensAt(11937, 93).
happensAt(7353, 94).
happensAt(34124, 95).
happensAt(54351, 96).
happensAt(47132, 97).
happensAt(4453, 98).
happensAt(46559, 99).
happensAt(2120, 100).
happensAt(58618, 101).
happensAt(3956, 102).
happensAt(43777, 103).
happensAt(28366, 104).
happensAt(40955, 105).
happensAt(18602, 106).
happensAt(30429, 107).
happensAt(799, 108).
happensAt(6094, 109).
happensAt(13072, 110).
happensAt(21251, 111).
happensAt(48132, 112).
happensAt(9252, 113).
happensAt(11448, 114).
happensAt(24577, 115).
happensAt(52457, 116).
happensAt(4830, 117).
happensAt(18042, 118).
happensAt(22091, 119).
happensAt(34445, 120).
happensAt(5094, 121).
happensAt(29866, 122).
happensAt(32999, 123).
happensAt(52921, 124).
happensAt(59687, 125).
happensAt(47146, 126).
happensAt(20468, 127).
happensAt(51918, 128).
happensAt(21232, 129).
happensAt(15492, 130).
happensAt(52750, 131).
happensAt(27245, 132).
happensAt(37552, 133).
happensAt(54490, 134).
happensAt(25761, 135).
happensAt(25893, 136).
happensAt(24742, 137).
happensAt(48393, 138).
happensAt(10813, 139).
happensAt(27015, 140).
happensAt(46028, 141).
happensAt(20383, 142).
happensAt(13347, 143).
happensAt(52512, 144).
happensAt(50950, 145).
happensAt(1188, 146).
happensAt(30687, 147).
happensAt(54924, 148).
happensAt(51633, 149).
happensAt(52083, 150).
happensAt(42277, 151).
happensAt(50805, 152).
happensAt(29331, 153).
happensAt(24167, 154).
happensAt(2220, 155).
