happensAt(36982, 0).
happensAt(1595, 1).
happensAt(10643, 2).
happensAt(22327, 3).
happensAt(33897, 4).
happensAt(46418, 5).
happensAt(41503, 6).
happensAt(49969, 7).
happensAt(23405, 8).
happensAt(56146, 9).
happensAt(51060, 10).
happensAt(45808, 11).
happensAt(56978, 12).
happensAt(27031, 13).
happensAt(29421, 14).
happensAt(27480, 15).
happensAt(25190, 16).
happensAt(28402, 17).
happensAt(51143, 18).
happensAt(50925, 19).
happensAt(21346, 20).
happensAt(8327, 21).
happensAt(57795, 22).
happensAt(50319, 23).
happensAt(8231, 24).
happensAt(48359, 25).
happensAt(7946, 26).
happensAt(33655, 27).
happensAt(4277, 28).
happensAt(53083, 29).
happensAt(2871, 30).
happensAt(26964, 31).
happensAt(15858, 32).
happensAt(49, 33).
happensAt(57832, 34).
happensAt(16023, 35).
happensAt(5872, 36).
happensAt(39081, 37).
happensAt(48670, 38).
happensAt(33687, 39).
happensAt(42160, 40).
happensAt(55962, 41).
happensAt(57152, 42).
happensAt(21864, 43).
happensAt(54892, 44).
happensAt(32212, 45).
happensAt(57784, 46).
happensAt(3105, 47).
happensAt(26746, 48).
happensAt(30124, 49).
happensAt(52788, 50).
happensAt(12765, 51).
happensAt(36585, 52).
happensAt(21549, 53).
happensAt(11775, 54).
happensAt(42761, 55).
happensAt(18486, 56).
happensAt(17413, 57).
happensAt(4948, 58).
happensAt(51590, 59).
happensAt(3351, 60).
happensAt(16973, 61).
happensAt(45462, 62).
happensAt(45005, 63).
happensAt(38926, 64).
happensAt(11015, 65).
happensAt(11221, 66).
happensAt(12739, 67).
happensAt(34225, 68).
happensAt(23834, 69).
happensAt(14128, 70).
happensAt(24988, 71).
happensAt(22827, 72).
happensAt(33854, 73).
happensAt(33545, 74).
happensAt(39724, 75).
happensAt(3259, 76).
happensAt(24704, 77).
happensAt(44110, 78).
happensAt(41281, 79).
happensAt(48486, 80).
happensAt(55011, 81).
happensAt(40513, 82).
happensAt(31330, 83).
happensAt(37683, 84).
happensAt(29139, 85).
happensAt(49790, 86).
happensAt(19014, 87).
happensAt(16934, 88).
happensAt(30040, 89).
happensAt(19899, 90).
happensAt(51235, 91).
happensAt(30540, 92).
happensAt(51183, 93).
happensAt(55598, 94).
happensAt(50552, 95).
happensAt(38442, 96).
happensAt(51317, 97).
happensAt(54039, 98).
happensAt(14869, 99).
happensAt(32414, 100).
happensAt(31688, 101).
happensAt(48878, 102).
