happensAt(50176, 0).
happensAt(44745, 1).
happensAt(36964, 2).
happensAt(22654, 3).
happensAt(28327, 4).
happensAt(54403, 5).
happensAt(54803, 6).
happensAt(12285, 7).
happensAt(30789, 8).
happensAt(42639, 9).
happensAt(53425, 10).
happensAt(45164, 11).
happensAt(29057, 12).
happensAt(28161, 13).
happensAt(36365, 14).
happensAt(18424, 15).
happensAt(642, 16).
happensAt(30216, 17).
happensAt(55815, 18).
happensAt(54662, 19).
happensAt(41926, 20).
happensAt(55846, 21).
happensAt(44206, 22).
happensAt(42328, 23).
happensAt(2989, 24).
happensAt(21592, 25).
happensAt(32355, 26).
happensAt(19081, 27).
happensAt(1284, 28).
happensAt(40531, 29).
happensAt(27564, 30).
happensAt(50956, 31).
happensAt(19519, 32).
happensAt(29895, 33).
happensAt(26192, 34).
happensAt(57597, 35).
happensAt(12738, 36).
happensAt(39887, 37).
happensAt(605, 38).
happensAt(41484, 39).
happensAt(38474, 40).
happensAt(53591, 41).
happensAt(35000, 42).
happensAt(10257, 43).
happensAt(46393, 44).
happensAt(51333, 45).
happensAt(35972, 46).
happensAt(42724, 47).
happensAt(15053, 48).
happensAt(14558, 49).
happensAt(28896, 50).
happensAt(42689, 51).
happensAt(19574, 52).
happensAt(8716, 53).
happensAt(32613, 54).
happensAt(48542, 55).
happensAt(27389, 56).
happensAt(24075, 57).
happensAt(45166, 58).
happensAt(17459, 59).
happensAt(47600, 60).
happensAt(3214, 61).
happensAt(15742, 62).
happensAt(43772, 63).
happensAt(12192, 64).
happensAt(30879, 65).
happensAt(48678, 66).
happensAt(30454, 67).
happensAt(21737, 68).
happensAt(47359, 69).
happensAt(54302, 70).
happensAt(22414, 71).
happensAt(7251, 72).
happensAt(40395, 73).
happensAt(24127, 74).
happensAt(23408, 75).
happensAt(18253, 76).
happensAt(32742, 77).
happensAt(38070, 78).
happensAt(9934, 79).
happensAt(40842, 80).
happensAt(30970, 81).
happensAt(47231, 82).
happensAt(53756, 83).
happensAt(23419, 84).
happensAt(44691, 85).
