happensAt(22395, 0).
happensAt(3482, 1).
happensAt(30169, 2).
happensAt(24854, 3).
happensAt(25019, 4).
happensAt(19573, 5).
happensAt(22619, 6).
happensAt(7749, 7).
happensAt(3354, 8).
happensAt(25826, 9).
happensAt(24752, 10).
happensAt(11788, 11).
happensAt(7701, 12).
happensAt(10267, 13).
happensAt(17586, 14).
happensAt(6660, 15).
happensAt(18666, 16).
happensAt(8592, 17).
happensAt(20529, 18).
happensAt(28958, 19).
happensAt(13537, 20).
happensAt(10210, 21).
happensAt(29021, 22).
happensAt(31904, 23).
happensAt(19532, 24).
happensAt(18483, 25).
happensAt(26228, 26).
happensAt(15099, 27).
happensAt(12393, 28).
happensAt(11721, 29).
happensAt(17137, 30).
happensAt(24574, 31).
happensAt(7855, 32).
happensAt(26986, 33).
happensAt(13333, 34).
happensAt(30732, 35).
happensAt(30644, 36).
happensAt(4333, 37).
happensAt(4725, 38).
happensAt(28286, 39).
happensAt(3921, 40).
happensAt(20385, 41).
happensAt(4919, 42).
happensAt(12652, 43).
happensAt(31835, 44).
happensAt(24968, 45).
happensAt(20632, 46).
happensAt(11979, 47).
happensAt(5514, 48).
happensAt(6948, 49).
happensAt(3539, 50).
happensAt(13161, 51).
happensAt(5944, 52).
happensAt(26203, 53).
happensAt(28884, 54).
happensAt(10254, 55).
happensAt(4930, 56).
happensAt(7051, 57).
happensAt(10607, 58).
happensAt(29649, 59).
happensAt(12258, 60).
happensAt(23513, 61).
happensAt(3423, 62).
happensAt(8888, 63).
happensAt(9871, 64).
happensAt(15343, 65).
happensAt(11105, 66).
happensAt(6087, 67).
happensAt(14872, 68).
happensAt(20230, 69).
happensAt(26318, 70).
happensAt(31352, 71).
happensAt(28710, 72).
happensAt(5322, 73).
happensAt(248, 74).
happensAt(7154, 75).
happensAt(2117, 76).
happensAt(32675, 77).
happensAt(15533, 78).
happensAt(28303, 79).
happensAt(20277, 80).
happensAt(18544, 81).
happensAt(13692, 82).
happensAt(4156, 83).
happensAt(5011, 84).
happensAt(3406, 85).
happensAt(22543, 86).
happensAt(2353, 87).
happensAt(16132, 88).
happensAt(3097, 89).
happensAt(28616, 90).
happensAt(1955, 91).
happensAt(25718, 92).
happensAt(16260, 93).
happensAt(15854, 94).
happensAt(23283, 95).
happensAt(14184, 96).
happensAt(18538, 97).
happensAt(14268, 98).
happensAt(19899, 99).
happensAt(11468, 100).
happensAt(7128, 101).
happensAt(31735, 102).
happensAt(24717, 103).
happensAt(12071, 104).
happensAt(18726, 105).
happensAt(22658, 106).
happensAt(15418, 107).
happensAt(10943, 108).
happensAt(28631, 109).
happensAt(7359, 110).
happensAt(26530, 111).
