happensAt(12635, 0).
happensAt(41234, 1).
happensAt(40503, 2).
happensAt(1309, 3).
happensAt(7988, 4).
happensAt(1552, 5).
happensAt(1984, 6).
happensAt(7177, 7).
happensAt(37110, 8).
happensAt(42274, 9).
happensAt(47833, 10).
happensAt(9858, 11).
happensAt(46869, 12).
happensAt(27865, 13).
happensAt(28931, 14).
happensAt(18219, 15).
happensAt(19638, 16).
happensAt(36702, 17).
happensAt(10379, 18).
happensAt(55275, 19).
happensAt(53349, 20).
happensAt(48033, 21).
happensAt(37547, 22).
happensAt(49801, 23).
happensAt(3263, 24).
happensAt(43976, 25).
happensAt(27425, 26).
happensAt(19627, 27).
happensAt(53145, 28).
happensAt(41276, 29).
happensAt(14334, 30).
happensAt(23264, 31).
happensAt(27517, 32).
happensAt(39429, 33).
happensAt(50020, 34).
happensAt(57718, 35).
happensAt(14978, 36).
happensAt(19037, 37).
happensAt(50435, 38).
happensAt(54599, 39).
happensAt(59, 40).
happensAt(9446, 41).
happensAt(23012, 42).
happensAt(38940, 43).
happensAt(9669, 44).
happensAt(12014, 45).
happensAt(7513, 46).
happensAt(8011, 47).
happensAt(59200, 48).
happensAt(47187, 49).
happensAt(10009, 50).
happensAt(37267, 51).
happensAt(29639, 52).
happensAt(23412, 53).
happensAt(56658, 54).
happensAt(25455, 55).
happensAt(38353, 56).
happensAt(49913, 57).
happensAt(5868, 58).
happensAt(59674, 59).
happensAt(35342, 60).
happensAt(28862, 61).
happensAt(16346, 62).
happensAt(54573, 63).
happensAt(8358, 64).
happensAt(46081, 65).
happensAt(54277, 66).
happensAt(27711, 67).
happensAt(1614, 68).
happensAt(6215, 69).
happensAt(30103, 70).
happensAt(49121, 71).
happensAt(37026, 72).
happensAt(550, 73).
happensAt(56913, 74).
happensAt(4373, 75).
happensAt(8005, 76).
happensAt(48691, 77).
happensAt(31986, 78).
happensAt(16273, 79).
happensAt(59715, 80).
happensAt(49706, 81).
happensAt(23721, 82).
happensAt(5915, 83).
happensAt(52426, 84).
happensAt(47275, 85).
happensAt(58692, 86).
happensAt(29637, 87).
happensAt(29335, 88).
happensAt(6813, 89).
happensAt(15244, 90).
happensAt(58659, 91).
happensAt(32704, 92).
happensAt(33567, 93).
happensAt(17299, 94).
happensAt(9895, 95).
happensAt(20307, 96).
happensAt(48935, 97).
happensAt(39409, 98).
happensAt(16240, 99).
happensAt(39690, 100).
happensAt(46987, 101).
happensAt(42180, 102).
happensAt(18620, 103).
happensAt(11953, 104).
happensAt(30273, 105).
happensAt(25962, 106).
happensAt(22613, 107).
happensAt(7308, 108).
happensAt(1218, 109).
happensAt(21389, 110).
happensAt(18088, 111).
happensAt(58938, 112).
happensAt(16828, 113).
happensAt(43455, 114).
happensAt(45760, 115).
happensAt(54266, 116).
happensAt(31370, 117).
happensAt(39273, 118).
happensAt(22864, 119).
happensAt(32010, 120).
happensAt(2729, 121).
happensAt(16222, 122).
happensAt(20623, 123).
happensAt(19850, 124).
happensAt(18393, 125).
happensAt(11636, 126).
happensAt(26001, 127).
happensAt(23521, 128).
happensAt(56829, 129).
happensAt(30741, 130).
happensAt(7676, 131).
happensAt(46321, 132).
happensAt(19285, 133).
happensAt(10718, 134).
happensAt(10146, 135).
happensAt(22775, 136).
happensAt(52643, 137).
happensAt(5494, 138).
happensAt(53709, 139).
happensAt(36840, 140).
happensAt(29381, 141).
happensAt(55467, 142).
happensAt(48645, 143).
happensAt(17271, 144).
happensAt(44926, 145).
happensAt(50476, 146).
happensAt(41262, 147).
happensAt(8309, 148).
happensAt(6543, 149).
happensAt(45587, 150).
happensAt(3445, 151).
happensAt(53482, 152).
happensAt(49156, 153).
happensAt(2413, 154).
happensAt(21477, 155).
happensAt(7881, 156).
happensAt(12165, 157).
happensAt(8752, 158).
happensAt(41056, 159).
happensAt(51610, 160).
happensAt(9305, 161).
happensAt(56986, 162).
happensAt(54555, 163).
happensAt(30013, 164).
happensAt(36912, 165).
happensAt(43137, 166).
happensAt(51597, 167).
happensAt(48536, 168).
happensAt(56264, 169).
happensAt(9034, 170).
happensAt(11332, 171).
happensAt(48975, 172).
happensAt(42364, 173).
happensAt(44308, 174).
happensAt(21332, 175).
happensAt(28797, 176).
happensAt(16805, 177).
happensAt(52136, 178).
happensAt(38838, 179).
happensAt(1813, 180).
happensAt(12691, 181).
happensAt(15851, 182).
happensAt(11119, 183).
happensAt(42939, 184).
happensAt(14831, 185).
happensAt(8997, 186).
happensAt(47203, 187).
happensAt(45474, 188).
happensAt(7173, 189).
happensAt(42852, 190).
happensAt(37333, 191).
happensAt(20291, 192).
happensAt(50978, 193).
happensAt(20285, 194).
happensAt(10521, 195).
happensAt(45856, 196).
happensAt(15067, 197).
happensAt(1127, 198).
happensAt(44117, 199).
happensAt(39425, 200).
happensAt(41337, 201).
happensAt(312, 202).
happensAt(39132, 203).
happensAt(13740, 204).
happensAt(27478, 205).
happensAt(26030, 206).
happensAt(38637, 207).
happensAt(3756, 208).
happensAt(46916, 209).
happensAt(20282, 210).
happensAt(53817, 211).
happensAt(56943, 212).
happensAt(8588, 213).
happensAt(7363, 214).
happensAt(32801, 215).
happensAt(36334, 216).
happensAt(29403, 217).
happensAt(21700, 218).
happensAt(46134, 219).
happensAt(40262, 220).
happensAt(21740, 221).
happensAt(19839, 222).
happensAt(33212, 223).
happensAt(37548, 224).
happensAt(23650, 225).
happensAt(27098, 226).
happensAt(9357, 227).
happensAt(17025, 228).
happensAt(20460, 229).
happensAt(54801, 230).
happensAt(59996, 231).
happensAt(22740, 232).
happensAt(33300, 233).
happensAt(13097, 234).
happensAt(59610, 235).
happensAt(59461, 236).
happensAt(38356, 237).
happensAt(36002, 238).
happensAt(13993, 239).
happensAt(5749, 240).
happensAt(37425, 241).
happensAt(3514, 242).
happensAt(50851, 243).
happensAt(15661, 244).
happensAt(22485, 245).
happensAt(8486, 246).
happensAt(13758, 247).
happensAt(558, 248).
happensAt(27959, 249).
happensAt(6719, 250).
happensAt(19068, 251).
happensAt(41751, 252).
happensAt(50451, 253).
happensAt(14470, 254).
happensAt(34698, 255).
happensAt(11001, 256).
happensAt(29278, 257).
happensAt(46965, 258).
happensAt(22244, 259).
happensAt(45829, 260).
happensAt(22813, 261).
happensAt(35361, 262).
happensAt(15336, 263).
happensAt(10242, 264).
happensAt(19844, 265).
happensAt(53891, 266).
happensAt(18438, 267).
happensAt(54425, 268).
happensAt(25210, 269).
happensAt(2192, 270).
happensAt(22463, 271).
happensAt(39916, 272).
happensAt(42026, 273).
happensAt(18604, 274).
happensAt(58583, 275).
happensAt(14897, 276).
happensAt(2436, 277).
happensAt(10492, 278).
happensAt(17929, 279).
happensAt(45590, 280).
happensAt(1009, 281).
happensAt(47804, 282).
happensAt(59842, 283).
happensAt(42997, 284).
happensAt(3675, 285).
happensAt(11684, 286).
happensAt(31224, 287).
happensAt(6144, 288).
happensAt(1163, 289).
happensAt(50734, 290).
happensAt(19782, 291).
happensAt(14740, 292).
happensAt(5339, 293).
happensAt(43628, 294).
happensAt(33549, 295).
happensAt(2777, 296).
happensAt(19189, 297).
happensAt(4035, 298).
happensAt(21680, 299).
happensAt(27793, 300).
happensAt(48059, 301).
happensAt(24562, 302).
happensAt(34773, 303).
happensAt(53702, 304).
happensAt(42076, 305).
happensAt(49539, 306).
happensAt(37208, 307).
happensAt(56888, 308).
happensAt(41934, 309).
happensAt(40886, 310).
happensAt(40190, 311).
happensAt(40406, 312).
happensAt(33037, 313).
happensAt(48836, 314).
happensAt(30034, 315).
happensAt(59023, 316).
happensAt(14717, 317).
happensAt(25586, 318).
happensAt(36636, 319).
happensAt(36338, 320).
happensAt(59345, 321).
happensAt(27328, 322).
happensAt(14421, 323).
happensAt(18011, 324).
happensAt(6858, 325).
happensAt(2990, 326).
happensAt(46217, 327).
happensAt(31854, 328).
happensAt(9013, 329).
happensAt(54300, 330).
happensAt(54845, 331).
happensAt(16703, 332).
happensAt(38648, 333).
happensAt(51392, 334).
happensAt(30677, 335).
happensAt(7499, 336).
happensAt(38388, 337).
happensAt(20267, 338).
happensAt(11323, 339).
happensAt(28962, 340).
happensAt(30209, 341).
happensAt(55889, 342).
happensAt(30197, 343).
happensAt(20875, 344).
happensAt(2399, 345).
happensAt(44024, 346).
