happensAt(32763, 0).
happensAt(58288, 1).
happensAt(3034, 2).
happensAt(5603, 3).
happensAt(3907, 4).
happensAt(23272, 5).
happensAt(24466, 6).
happensAt(17818, 7).
happensAt(13810, 8).
happensAt(2091, 9).
happensAt(2565, 10).
happensAt(51067, 11).
happensAt(26090, 12).
happensAt(31378, 13).
happensAt(12347, 14).
happensAt(7528, 15).
happensAt(27176, 16).
happensAt(44955, 17).
happensAt(34433, 18).
happensAt(10777, 19).
happensAt(34554, 20).
happensAt(5406, 21).
happensAt(36650, 22).
happensAt(35790, 23).
happensAt(56881, 24).
happensAt(30883, 25).
happensAt(48537, 26).
happensAt(16130, 27).
happensAt(42412, 28).
happensAt(27588, 29).
happensAt(58919, 30).
happensAt(36637, 31).
happensAt(546, 32).
happensAt(3677, 33).
happensAt(50178, 34).
happensAt(29215, 35).
happensAt(30048, 36).
happensAt(12016, 37).
happensAt(40517, 38).
happensAt(8254, 39).
happensAt(57894, 40).
happensAt(24006, 41).
happensAt(14935, 42).
happensAt(25019, 43).
happensAt(787, 44).
happensAt(10509, 45).
happensAt(8703, 46).
happensAt(25179, 47).
happensAt(28455, 48).
happensAt(59212, 49).
happensAt(10662, 50).
happensAt(6023, 51).
happensAt(8461, 52).
happensAt(6065, 53).
happensAt(42579, 54).
happensAt(46206, 55).
happensAt(26967, 56).
happensAt(55337, 57).
happensAt(4567, 58).
happensAt(30889, 59).
happensAt(18964, 60).
happensAt(8734, 61).
happensAt(26758, 62).
happensAt(38182, 63).
happensAt(50855, 64).
happensAt(57519, 65).
happensAt(33416, 66).
happensAt(36699, 67).
happensAt(8943, 68).
happensAt(5956, 69).
happensAt(36454, 70).
happensAt(18971, 71).
happensAt(57200, 72).
happensAt(54468, 73).
happensAt(15754, 74).
happensAt(21734, 75).
happensAt(5726, 76).
happensAt(3025, 77).
happensAt(23977, 78).
happensAt(22856, 79).
happensAt(6035, 80).
happensAt(45607, 81).
happensAt(13593, 82).
happensAt(36661, 83).
happensAt(6590, 84).
happensAt(8390, 85).
