happensAt(17115, 0).
happensAt(39475, 1).
happensAt(13838, 2).
happensAt(21938, 3).
happensAt(21789, 4).
happensAt(42615, 5).
happensAt(36164, 6).
happensAt(23884, 7).
happensAt(7820, 8).
happensAt(8439, 9).
happensAt(55941, 10).
happensAt(124, 11).
happensAt(12323, 12).
happensAt(14997, 13).
happensAt(12071, 14).
happensAt(20071, 15).
happensAt(55084, 16).
happensAt(27349, 17).
happensAt(40458, 18).
happensAt(36055, 19).
happensAt(59710, 20).
happensAt(47528, 21).
happensAt(9521, 22).
happensAt(34611, 23).
happensAt(54536, 24).
happensAt(27445, 25).
happensAt(55832, 26).
happensAt(48747, 27).
happensAt(54114, 28).
happensAt(2575, 29).
happensAt(19290, 30).
happensAt(53266, 31).
happensAt(38615, 32).
happensAt(52321, 33).
happensAt(9014, 34).
happensAt(43211, 35).
happensAt(40267, 36).
happensAt(47414, 37).
happensAt(5207, 38).
happensAt(49943, 39).
happensAt(36467, 40).
happensAt(17740, 41).
happensAt(10786, 42).
happensAt(48998, 43).
happensAt(15871, 44).
happensAt(23840, 45).
happensAt(56965, 46).
happensAt(39067, 47).
happensAt(33835, 48).
happensAt(24469, 49).
happensAt(5617, 50).
happensAt(2906, 51).
happensAt(42507, 52).
happensAt(12918, 53).
happensAt(19507, 54).
happensAt(9645, 55).
happensAt(58039, 56).
happensAt(14854, 57).
happensAt(18853, 58).
happensAt(45864, 59).
happensAt(18381, 60).
happensAt(12335, 61).
happensAt(24025, 62).
happensAt(31402, 63).
happensAt(53008, 64).
happensAt(57131, 65).
happensAt(12214, 66).
happensAt(57251, 67).
happensAt(30913, 68).
happensAt(48371, 69).
happensAt(9899, 70).
happensAt(28185, 71).
happensAt(27904, 72).
happensAt(57586, 73).
happensAt(35578, 74).
happensAt(21154, 75).
happensAt(33164, 76).
happensAt(10088, 77).
happensAt(9041, 78).
happensAt(6870, 79).
happensAt(14999, 80).
happensAt(30615, 81).
happensAt(41101, 82).
happensAt(28714, 83).
happensAt(13585, 84).
happensAt(6605, 85).
happensAt(10138, 86).
happensAt(1976, 87).
happensAt(31658, 88).
happensAt(28642, 89).
happensAt(48461, 90).
happensAt(33853, 91).
happensAt(25916, 92).
happensAt(52473, 93).
happensAt(33974, 94).
happensAt(48428, 95).
happensAt(47105, 96).
happensAt(25968, 97).
happensAt(44875, 98).
happensAt(38360, 99).
happensAt(10684, 100).
happensAt(57774, 101).
happensAt(40784, 102).
happensAt(40652, 103).
happensAt(26501, 104).
happensAt(15659, 105).
happensAt(55792, 106).
happensAt(31989, 107).
happensAt(49889, 108).
happensAt(8452, 109).
happensAt(37840, 110).
happensAt(46335, 111).
happensAt(59522, 112).
happensAt(32246, 113).
happensAt(57250, 114).
happensAt(1768, 115).
happensAt(29465, 116).
happensAt(14481, 117).
happensAt(36707, 118).
happensAt(5216, 119).
happensAt(17918, 120).
happensAt(18445, 121).
happensAt(32102, 122).
happensAt(17265, 123).
happensAt(47773, 124).
happensAt(35855, 125).
happensAt(20070, 126).
happensAt(15914, 127).
happensAt(9909, 128).
happensAt(22838, 129).
happensAt(17211, 130).
happensAt(10327, 131).
happensAt(51799, 132).
happensAt(51175, 133).
happensAt(43092, 134).
happensAt(54323, 135).
happensAt(16626, 136).
happensAt(4698, 137).
happensAt(37028, 138).
happensAt(27471, 139).
happensAt(48468, 140).
happensAt(20547, 141).
happensAt(15486, 142).
happensAt(42337, 143).
happensAt(22467, 144).
