happensAt(46872, 0).
happensAt(28683, 1).
happensAt(26280, 2).
happensAt(40629, 3).
happensAt(18693, 4).
happensAt(36674, 5).
happensAt(42593, 6).
happensAt(29808, 7).
happensAt(54290, 8).
happensAt(31400, 9).
happensAt(7695, 10).
happensAt(43429, 11).
happensAt(6897, 12).
happensAt(51746, 13).
happensAt(51301, 14).
happensAt(55622, 15).
happensAt(45938, 16).
happensAt(46101, 17).
happensAt(19015, 18).
happensAt(24876, 19).
happensAt(57780, 20).
happensAt(45593, 21).
happensAt(9066, 22).
happensAt(48084, 23).
happensAt(49383, 24).
happensAt(25034, 25).
happensAt(55153, 26).
happensAt(36198, 27).
happensAt(11530, 28).
happensAt(25352, 29).
happensAt(32037, 30).
happensAt(18228, 31).
happensAt(56569, 32).
happensAt(38274, 33).
happensAt(41616, 34).
happensAt(7465, 35).
happensAt(15377, 36).
happensAt(23584, 37).
happensAt(42291, 38).
happensAt(31968, 39).
happensAt(29282, 40).
happensAt(25405, 41).
happensAt(23839, 42).
happensAt(38484, 43).
happensAt(49030, 44).
happensAt(24482, 45).
happensAt(8115, 46).
happensAt(98, 47).
happensAt(57254, 48).
happensAt(5210, 49).
happensAt(33841, 50).
happensAt(48916, 51).
happensAt(1441, 52).
happensAt(7329, 53).
happensAt(59089, 54).
happensAt(25022, 55).
happensAt(6774, 56).
happensAt(27729, 57).
happensAt(52079, 58).
happensAt(9215, 59).
happensAt(32822, 60).
happensAt(51808, 61).
happensAt(1713, 62).
happensAt(28690, 63).
happensAt(57992, 64).
happensAt(16021, 65).
happensAt(45978, 66).
happensAt(55552, 67).
happensAt(37934, 68).
happensAt(1352, 69).
happensAt(9744, 70).
happensAt(15176, 71).
happensAt(2610, 72).
happensAt(41516, 73).
happensAt(56582, 74).
happensAt(18806, 75).
happensAt(49943, 76).
happensAt(52389, 77).
happensAt(56019, 78).
happensAt(22606, 79).
happensAt(44462, 80).
happensAt(49565, 81).
happensAt(31014, 82).
happensAt(25053, 83).
happensAt(35366, 84).
happensAt(58493, 85).
happensAt(34201, 86).
happensAt(58650, 87).
happensAt(43254, 88).
happensAt(21590, 89).
happensAt(43503, 90).
happensAt(58439, 91).
happensAt(6906, 92).
happensAt(52495, 93).
happensAt(41353, 94).
happensAt(3590, 95).
happensAt(54526, 96).
happensAt(53110, 97).
happensAt(5912, 98).
happensAt(37248, 99).
happensAt(9183, 100).
happensAt(31883, 101).
happensAt(52366, 102).
happensAt(46350, 103).
happensAt(17096, 104).
happensAt(32028, 105).
happensAt(38051, 106).
happensAt(33645, 107).
happensAt(2567, 108).
happensAt(1940, 109).
happensAt(27598, 110).
happensAt(15890, 111).
happensAt(57746, 112).
happensAt(53187, 113).
happensAt(5582, 114).
happensAt(43662, 115).
happensAt(53908, 116).
happensAt(25350, 117).
happensAt(17694, 118).
happensAt(59276, 119).
happensAt(29953, 120).
happensAt(56733, 121).
happensAt(55848, 122).
happensAt(26943, 123).
happensAt(20223, 124).
happensAt(20237, 125).
happensAt(34203, 126).
happensAt(49113, 127).
happensAt(28718, 128).
happensAt(47084, 129).
happensAt(49320, 130).
happensAt(49170, 131).
happensAt(17128, 132).
