happensAt(1093, 0).
happensAt(14310, 1).
happensAt(3217, 2).
happensAt(42478, 3).
happensAt(41750, 4).
happensAt(56413, 5).
happensAt(38685, 6).
happensAt(1833, 7).
happensAt(78, 8).
happensAt(49125, 9).
happensAt(37625, 10).
happensAt(25638, 11).
happensAt(59385, 12).
happensAt(9366, 13).
happensAt(1444, 14).
happensAt(23402, 15).
happensAt(6630, 16).
happensAt(24375, 17).
happensAt(59946, 18).
happensAt(37271, 19).
happensAt(34989, 20).
happensAt(27362, 21).
happensAt(10640, 22).
happensAt(48138, 23).
happensAt(16938, 24).
happensAt(14378, 25).
happensAt(29692, 26).
happensAt(15971, 27).
happensAt(34974, 28).
happensAt(37300, 29).
happensAt(47548, 30).
happensAt(43567, 31).
happensAt(36209, 32).
happensAt(43910, 33).
happensAt(43405, 34).
happensAt(45310, 35).
happensAt(22640, 36).
happensAt(33347, 37).
happensAt(42758, 38).
happensAt(38441, 39).
happensAt(39543, 40).
happensAt(16817, 41).
happensAt(19711, 42).
happensAt(57138, 43).
happensAt(16382, 44).
happensAt(771, 45).
happensAt(57509, 46).
happensAt(6935, 47).
happensAt(30241, 48).
happensAt(58018, 49).
happensAt(2002, 50).
happensAt(34071, 51).
happensAt(53981, 52).
happensAt(19483, 53).
happensAt(20255, 54).
happensAt(15526, 55).
happensAt(54638, 56).
happensAt(6969, 57).
happensAt(18940, 58).
happensAt(47543, 59).
happensAt(7024, 60).
happensAt(57685, 61).
happensAt(48692, 62).
happensAt(16074, 63).
happensAt(16800, 64).
happensAt(21416, 65).
happensAt(51050, 66).
happensAt(24536, 67).
happensAt(5413, 68).
happensAt(22977, 69).
happensAt(43425, 70).
happensAt(11240, 71).
happensAt(57575, 72).
happensAt(19617, 73).
happensAt(13783, 74).
happensAt(13931, 75).
happensAt(12142, 76).
happensAt(32085, 77).
happensAt(10875, 78).
happensAt(31351, 79).
happensAt(5308, 80).
happensAt(25419, 81).
happensAt(2, 82).
happensAt(30460, 83).
happensAt(218, 84).
happensAt(13302, 85).
happensAt(34141, 86).
happensAt(43629, 87).
happensAt(34473, 88).
happensAt(15884, 89).
happensAt(14645, 90).
happensAt(8732, 91).
happensAt(7335, 92).
happensAt(9931, 93).
happensAt(46955, 94).
happensAt(1003, 95).
happensAt(17887, 96).
happensAt(17282, 97).
happensAt(47247, 98).
happensAt(14653, 99).
happensAt(21395, 100).
happensAt(42784, 101).
happensAt(39396, 102).
happensAt(58317, 103).
happensAt(5379, 104).
happensAt(27452, 105).
happensAt(27093, 106).
happensAt(16785, 107).
happensAt(9105, 108).
happensAt(43834, 109).
happensAt(19564, 110).
happensAt(43901, 111).
happensAt(339, 112).
happensAt(10348, 113).
happensAt(35836, 114).
happensAt(54975, 115).
happensAt(2911, 116).
happensAt(15928, 117).
happensAt(20753, 118).
happensAt(33028, 119).
happensAt(48686, 120).
happensAt(31725, 121).
happensAt(15246, 122).
happensAt(19609, 123).
happensAt(33644, 124).
happensAt(49378, 125).
happensAt(57250, 126).
happensAt(58957, 127).
happensAt(29023, 128).
happensAt(29507, 129).
happensAt(51416, 130).
happensAt(49295, 131).
happensAt(15559, 132).
happensAt(13779, 133).
happensAt(22741, 134).
happensAt(58170, 135).
happensAt(45089, 136).
happensAt(31131, 137).
happensAt(36921, 138).
happensAt(2153, 139).
happensAt(39345, 140).
happensAt(38200, 141).
happensAt(1121, 142).
happensAt(1362, 143).
happensAt(16466, 144).
happensAt(41886, 145).
happensAt(4746, 146).
happensAt(46864, 147).
happensAt(54649, 148).
happensAt(52687, 149).
happensAt(58395, 150).
happensAt(17748, 151).
