happensAt(47755, 0).
happensAt(6324, 1).
happensAt(52124, 2).
happensAt(47242, 3).
happensAt(705, 4).
happensAt(24029, 5).
happensAt(46180, 6).
happensAt(48708, 7).
happensAt(28570, 8).
happensAt(4521, 9).
happensAt(32147, 10).
happensAt(34267, 11).
happensAt(11734, 12).
happensAt(45576, 13).
happensAt(15002, 14).
happensAt(1101, 15).
happensAt(25282, 16).
happensAt(10095, 17).
happensAt(5372, 18).
happensAt(26103, 19).
happensAt(8202, 20).
happensAt(39043, 21).
happensAt(34798, 22).
happensAt(18489, 23).
happensAt(32566, 24).
happensAt(11023, 25).
happensAt(26585, 26).
happensAt(4699, 27).
happensAt(4622, 28).
happensAt(42040, 29).
happensAt(36206, 30).
happensAt(18138, 31).
happensAt(9104, 32).
happensAt(15532, 33).
happensAt(37257, 34).
happensAt(44068, 35).
happensAt(59220, 36).
happensAt(28592, 37).
happensAt(25878, 38).
happensAt(31981, 39).
happensAt(10013, 40).
happensAt(25064, 41).
happensAt(16729, 42).
happensAt(4185, 43).
happensAt(9183, 44).
happensAt(9486, 45).
happensAt(5048, 46).
happensAt(50760, 47).
happensAt(48809, 48).
happensAt(1500, 49).
happensAt(26368, 50).
happensAt(15334, 51).
happensAt(9143, 52).
happensAt(6644, 53).
happensAt(10262, 54).
happensAt(3730, 55).
happensAt(31096, 56).
happensAt(39431, 57).
happensAt(44652, 58).
happensAt(42669, 59).
happensAt(44859, 60).
happensAt(8043, 61).
happensAt(9793, 62).
happensAt(52230, 63).
happensAt(42841, 64).
happensAt(46265, 65).
happensAt(21020, 66).
happensAt(57720, 67).
happensAt(44263, 68).
happensAt(25308, 69).
happensAt(3548, 70).
happensAt(40958, 71).
happensAt(38545, 72).
happensAt(39405, 73).
happensAt(25291, 74).
happensAt(13899, 75).
happensAt(15000, 76).
happensAt(43048, 77).
happensAt(5979, 78).
happensAt(26979, 79).
happensAt(8124, 80).
happensAt(37406, 81).
happensAt(38476, 82).
happensAt(20136, 83).
happensAt(4952, 84).
happensAt(10973, 85).
happensAt(49737, 86).
happensAt(40923, 87).
happensAt(19346, 88).
happensAt(28023, 89).
happensAt(7674, 90).
happensAt(12556, 91).
happensAt(5554, 92).
happensAt(43060, 93).
happensAt(13032, 94).
happensAt(59274, 95).
happensAt(23744, 96).
happensAt(22430, 97).
happensAt(25681, 98).
happensAt(2152, 99).
happensAt(36317, 100).
happensAt(39022, 101).
happensAt(39335, 102).
happensAt(34551, 103).
happensAt(7282, 104).
happensAt(1855, 105).
happensAt(32848, 106).
happensAt(421, 107).
happensAt(55621, 108).
happensAt(52059, 109).
happensAt(39119, 110).
happensAt(11396, 111).
happensAt(39440, 112).
happensAt(34639, 113).
happensAt(40221, 114).
happensAt(33990, 115).
happensAt(49944, 116).
happensAt(39085, 117).
happensAt(24018, 118).
happensAt(53465, 119).
happensAt(9930, 120).
happensAt(39815, 121).
happensAt(47280, 122).
happensAt(3302, 123).
happensAt(22646, 124).
happensAt(13933, 125).
happensAt(5851, 126).
happensAt(4326, 127).
happensAt(46575, 128).
happensAt(7510, 129).
happensAt(9697, 130).
happensAt(54862, 131).
happensAt(48629, 132).
happensAt(56750, 133).
happensAt(28804, 134).
happensAt(11925, 135).
happensAt(28490, 136).
happensAt(22635, 137).
happensAt(5718, 138).
happensAt(31517, 139).
happensAt(17136, 140).
happensAt(6715, 141).
happensAt(58886, 142).
happensAt(36485, 143).
happensAt(57782, 144).
happensAt(39987, 145).
happensAt(5618, 146).
happensAt(31848, 147).
happensAt(55258, 148).
happensAt(42214, 149).
happensAt(57477, 150).
happensAt(57637, 151).
happensAt(53968, 152).
happensAt(41642, 153).
happensAt(9999, 154).
happensAt(36706, 155).
happensAt(18113, 156).
happensAt(17117, 157).
happensAt(38136, 158).
happensAt(36784, 159).
happensAt(47139, 160).
happensAt(46542, 161).
happensAt(47284, 162).
happensAt(2539, 163).
