happensAt(51326, 0).
happensAt(35317, 1).
happensAt(12749, 2).
happensAt(50591, 3).
happensAt(11877, 4).
happensAt(28429, 5).
happensAt(19041, 6).
happensAt(33581, 7).
happensAt(44033, 8).
happensAt(34382, 9).
happensAt(59375, 10).
happensAt(46507, 11).
happensAt(23779, 12).
happensAt(51785, 13).
happensAt(59994, 14).
happensAt(5436, 15).
happensAt(20519, 16).
happensAt(17254, 17).
happensAt(49150, 18).
happensAt(50009, 19).
happensAt(33676, 20).
happensAt(42720, 21).
happensAt(52881, 22).
happensAt(6216, 23).
happensAt(6002, 24).
happensAt(27318, 25).
happensAt(15309, 26).
happensAt(56081, 27).
happensAt(41126, 28).
happensAt(55926, 29).
happensAt(44878, 30).
happensAt(48849, 31).
happensAt(14272, 32).
happensAt(4313, 33).
happensAt(37942, 34).
happensAt(22393, 35).
happensAt(49894, 36).
happensAt(19111, 37).
happensAt(31913, 38).
happensAt(40664, 39).
happensAt(31630, 40).
happensAt(53185, 41).
happensAt(21734, 42).
happensAt(58977, 43).
happensAt(19060, 44).
happensAt(43332, 45).
happensAt(46600, 46).
happensAt(37398, 47).
happensAt(15783, 48).
happensAt(34131, 49).
happensAt(36034, 50).
happensAt(7650, 51).
happensAt(46196, 52).
happensAt(34494, 53).
happensAt(45266, 54).
happensAt(2324, 55).
happensAt(45439, 56).
happensAt(20257, 57).
happensAt(12666, 58).
happensAt(41864, 59).
happensAt(36345, 60).
happensAt(19464, 61).
happensAt(15369, 62).
happensAt(21420, 63).
happensAt(22492, 64).
happensAt(38312, 65).
happensAt(22923, 66).
happensAt(49460, 67).
happensAt(50292, 68).
happensAt(42408, 69).
happensAt(38167, 70).
happensAt(38763, 71).
happensAt(3459, 72).
happensAt(28342, 73).
happensAt(21163, 74).
happensAt(43879, 75).
happensAt(44987, 76).
happensAt(52757, 77).
happensAt(27997, 78).
happensAt(21109, 79).
happensAt(32720, 80).
happensAt(37706, 81).
happensAt(15464, 82).
happensAt(55935, 83).
happensAt(3766, 84).
happensAt(11677, 85).
happensAt(19074, 86).
happensAt(1489, 87).
happensAt(15012, 88).
happensAt(57933, 89).
happensAt(32897, 90).
happensAt(11557, 91).
happensAt(26238, 92).
happensAt(20856, 93).
happensAt(52263, 94).
happensAt(363, 95).
happensAt(59149, 96).
happensAt(46099, 97).
happensAt(38200, 98).
happensAt(8181, 99).
happensAt(41505, 100).
happensAt(7209, 101).
happensAt(6060, 102).
happensAt(3626, 103).
happensAt(9927, 104).
happensAt(26661, 105).
happensAt(2934, 106).
happensAt(19684, 107).
happensAt(10360, 108).
happensAt(17307, 109).
happensAt(1340, 110).
happensAt(48783, 111).
happensAt(54436, 112).
happensAt(41763, 113).
happensAt(27855, 114).
happensAt(3938, 115).
happensAt(33506, 116).
happensAt(6020, 117).
happensAt(7258, 118).
happensAt(39376, 119).
happensAt(30503, 120).
happensAt(39291, 121).
happensAt(20210, 122).
happensAt(19393, 123).
happensAt(45408, 124).
happensAt(26973, 125).
happensAt(8323, 126).
happensAt(3683, 127).
happensAt(31083, 128).
happensAt(33571, 129).
happensAt(22013, 130).
happensAt(4, 131).
happensAt(23970, 132).
happensAt(5262, 133).
happensAt(10238, 134).
happensAt(17222, 135).
happensAt(4141, 136).
happensAt(164, 137).
happensAt(29452, 138).
happensAt(1306, 139).
happensAt(56086, 140).
happensAt(28232, 141).
happensAt(36532, 142).
happensAt(32436, 143).
happensAt(11847, 144).
happensAt(46438, 145).
happensAt(11034, 146).
happensAt(9409, 147).
happensAt(2689, 148).
happensAt(44252, 149).
happensAt(27563, 150).
happensAt(30721, 151).
happensAt(31915, 152).
happensAt(43395, 153).
happensAt(22077, 154).
happensAt(27276, 155).
happensAt(23943, 156).
happensAt(56730, 157).
happensAt(48159, 158).
happensAt(24826, 159).
happensAt(49297, 160).
happensAt(22947, 161).
happensAt(6720, 162).
happensAt(8789, 163).
happensAt(18953, 164).
happensAt(41934, 165).
happensAt(21281, 166).
happensAt(20316, 167).
happensAt(36319, 168).
happensAt(39752, 169).
happensAt(30378, 170).
happensAt(34864, 171).
happensAt(6420, 172).
