happensAt(48474, 0).
happensAt(1580, 1).
happensAt(45114, 2).
happensAt(5058, 3).
happensAt(11327, 4).
happensAt(5958, 5).
happensAt(52338, 6).
happensAt(29067, 7).
happensAt(39734, 8).
happensAt(3007, 9).
happensAt(26886, 10).
happensAt(28365, 11).
happensAt(51374, 12).
happensAt(26695, 13).
happensAt(14495, 14).
happensAt(28159, 15).
happensAt(19224, 16).
happensAt(15441, 17).
happensAt(12550, 18).
happensAt(53704, 19).
happensAt(51949, 20).
happensAt(56057, 21).
happensAt(43328, 22).
happensAt(20596, 23).
happensAt(8696, 24).
happensAt(3153, 25).
happensAt(49747, 26).
happensAt(7776, 27).
happensAt(1436, 28).
happensAt(5719, 29).
happensAt(26273, 30).
happensAt(1652, 31).
happensAt(28795, 32).
happensAt(51742, 33).
happensAt(27191, 34).
happensAt(16580, 35).
happensAt(1148, 36).
happensAt(12941, 37).
happensAt(20042, 38).
happensAt(47442, 39).
happensAt(1051, 40).
happensAt(23458, 41).
happensAt(54187, 42).
happensAt(39274, 43).
happensAt(40385, 44).
happensAt(43599, 45).
happensAt(8844, 46).
happensAt(46968, 47).
happensAt(7568, 48).
happensAt(29940, 49).
happensAt(27539, 50).
happensAt(22842, 51).
happensAt(7624, 52).
happensAt(47659, 53).
happensAt(40948, 54).
happensAt(9153, 55).
happensAt(42346, 56).
happensAt(24149, 57).
happensAt(39095, 58).
happensAt(23950, 59).
happensAt(31391, 60).
happensAt(7646, 61).
happensAt(36196, 62).
happensAt(56470, 63).
happensAt(53567, 64).
happensAt(9467, 65).
happensAt(27068, 66).
happensAt(18334, 67).
happensAt(36420, 68).
happensAt(9619, 69).
happensAt(14600, 70).
happensAt(50479, 71).
happensAt(54262, 72).
happensAt(10600, 73).
happensAt(30136, 74).
happensAt(30414, 75).
happensAt(54362, 76).
happensAt(20583, 77).
happensAt(16955, 78).
happensAt(51832, 79).
happensAt(46389, 80).
happensAt(2541, 81).
happensAt(22444, 82).
happensAt(38461, 83).
happensAt(59406, 84).
happensAt(43997, 85).
happensAt(33934, 86).
happensAt(13679, 87).
happensAt(29589, 88).
happensAt(4703, 89).
happensAt(2044, 90).
happensAt(3729, 91).
happensAt(13793, 92).
happensAt(25763, 93).
happensAt(32732, 94).
happensAt(59366, 95).
happensAt(33193, 96).
happensAt(46569, 97).
happensAt(43136, 98).
happensAt(13863, 99).
happensAt(47432, 100).
happensAt(11218, 101).
happensAt(16643, 102).
happensAt(29372, 103).
happensAt(23004, 104).
happensAt(6135, 105).
happensAt(31095, 106).
happensAt(19606, 107).
happensAt(49121, 108).
happensAt(28278, 109).
happensAt(54419, 110).
happensAt(3158, 111).
happensAt(44246, 112).
happensAt(57052, 113).
happensAt(53528, 114).
happensAt(53191, 115).
happensAt(38639, 116).
happensAt(39408, 117).
happensAt(48089, 118).
happensAt(19113, 119).
happensAt(12455, 120).
happensAt(22482, 121).
happensAt(31538, 122).
happensAt(8544, 123).
happensAt(11938, 124).
happensAt(7546, 125).
happensAt(48111, 126).
happensAt(15899, 127).
happensAt(42795, 128).
happensAt(37728, 129).
happensAt(50017, 130).
happensAt(52937, 131).
happensAt(5798, 132).
happensAt(40057, 133).
happensAt(52728, 134).
happensAt(4262, 135).
happensAt(36434, 136).
happensAt(4275, 137).
happensAt(33046, 138).
happensAt(17735, 139).
happensAt(672, 140).
happensAt(2179, 141).
happensAt(45597, 142).
happensAt(6068, 143).
happensAt(21903, 144).
happensAt(39262, 145).
happensAt(27612, 146).
happensAt(17585, 147).
happensAt(4246, 148).
happensAt(5942, 149).
happensAt(209, 150).
happensAt(52675, 151).
happensAt(7559, 152).
happensAt(2850, 153).
happensAt(50712, 154).
happensAt(51265, 155).
happensAt(18417, 156).
happensAt(16115, 157).
happensAt(37474, 158).
happensAt(5527, 159).
happensAt(39756, 160).
happensAt(35049, 161).
happensAt(2238, 162).
happensAt(708, 163).
happensAt(28426, 164).
happensAt(57415, 165).
happensAt(17090, 166).
happensAt(44099, 167).
happensAt(1342, 168).
happensAt(26195, 169).
happensAt(11208, 170).
happensAt(47428, 171).
happensAt(30051, 172).
happensAt(48587, 173).
happensAt(3425, 174).
happensAt(15013, 175).
happensAt(13604, 176).
happensAt(32657, 177).
happensAt(7639, 178).
happensAt(46372, 179).
happensAt(55315, 180).
happensAt(45467, 181).
happensAt(35798, 182).
happensAt(17620, 183).
happensAt(48357, 184).
happensAt(50141, 185).
happensAt(45705, 186).
happensAt(35805, 187).
happensAt(5922, 188).
happensAt(10378, 189).
happensAt(50692, 190).
happensAt(17064, 191).
happensAt(57700, 192).
happensAt(9911, 193).
happensAt(12049, 194).
happensAt(42439, 195).
happensAt(59204, 196).
happensAt(45700, 197).
happensAt(25985, 198).
happensAt(59545, 199).
happensAt(22767, 200).
happensAt(22637, 201).
